pair_id,jd_id,gap_skill_full,raw_skill_name_from_gt_course,raw_skill_description_from_gt_course,canonical_skill_label_system,canonical_skill_id_system,system_hybrid_score,gt_to_canonical_score,overlap_gap_raw_tokens,overlap_gap_canonical_tokens,flag_too_generic_canonical,flag_lexically_far,flag_low_semantic,flag_noisy_description,priority
103,695cc1491fa95d1eeecca0c8,MariaDB,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
103,695cc1491fa95d1eeecca0c8,Oracle,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
103,695cc1491fa95d1eeecca0c8,Performance tuning,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
106,696380c657a0f8cfb910e929,Cloud SDK,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
106,696380c657a0f8cfb910e929,Go,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
106,696380c657a0f8cfb910e929,Google Cloud Deployment Manager,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
106,696380c657a0f8cfb910e929,Python,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
12,694a8c5247743a24b54ffb03,Docker,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
12,694a8c5247743a24b54ffb03,ECS/EKS,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
12,694a8c5247743a24b54ffb03,containerization,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
121,695cc2751fa95d1eeecca0cb,CI/CD tools and practices,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
121,695cc2751fa95d1eeecca0cb,"Design patterns (SOLID, GoF, MVVM)",Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
121,695cc2751fa95d1eeecca0cb,MS SQL,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
121,695cc2751fa95d1eeecca0cb,"Modern architectural styles (microservices, cloud-based, micro-kernel)",Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
121,695cc2751fa95d1eeecca0cb,Oracle,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
180,695cc6a61fa95d1eeecca0e0,GO,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
180,695cc6a61fa95d1eeecca0e0,Kubernetes,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
180,695cc6a61fa95d1eeecca0e0,MongoDB,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
2,696ee8cab166038a822e471f,GraphQL,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
2,696ee8cab166038a822e471f,Kubernetes,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
2,696ee8cab166038a822e471f,"cloud services (AWS, GCP)",Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
2,696ee8cab166038a822e471f,lock-free programming,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
2,696ee8cab166038a822e471f,log analysis,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
2,696ee8cab166038a822e471f,production issue resolution,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
201,697b1f1eb166038a822e4d5a,CAD/CAM software,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
201,697b1f1eb166038a822e4d5a,cloud computing,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
208,695cc87c1fa95d1eeecca0e3,AWS,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
208,695cc87c1fa95d1eeecca0e3,GCP,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
208,695cc87c1fa95d1eeecca0e3,GOC,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
208,695cc87c1fa95d1eeecca0e3,Kubernetes,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
221,6970be22b166038a822e482c,AWS,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
221,6970be22b166038a822e482c,CISSP,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
221,6970be22b166038a822e482c,Machine Learning,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
221,6970be22b166038a822e482c,Python,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
221,6970be22b166038a822e482c,SQL,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
257,695ccc091fa95d1eeecca0f0,Data Lakes,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
257,695ccc091fa95d1eeecca0f0,Docker,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
257,695ccc091fa95d1eeecca0f0,EC2,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
257,695ccc091fa95d1eeecca0f0,ECS/EKS,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
257,695ccc091fa95d1eeecca0f0,RDS,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
257,695ccc091fa95d1eeecca0f0,VPC,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
30,694a8e9e47743a24b54ffb0b,AWS,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
30,694a8e9e47743a24b54ffb0b,cloud platforms,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
37,695cba711fa95d1eeecca0b9,AWS Cognito,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
37,695cba711fa95d1eeecca0b9,AWS SES,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
37,695cba711fa95d1eeecca0b9,Digital Marketing domain,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
37,695cba711fa95d1eeecca0b9,Flyway,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
37,695cba711fa95d1eeecca0b9,JPA,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
39,695cbba01fa95d1eeecca0bb,.Net,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
39,695cbba01fa95d1eeecca0bb,AI workloads optimization,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
39,695cbba01fa95d1eeecca0bb,NLP,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
39,695cbba01fa95d1eeecca0bb,"cloud environments (Azure, AWS, GCP)",Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
39,695cbba01fa95d1eeecca0bb,computer vision,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
39,695cbba01fa95d1eeecca0bb,data pipelines,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
39,695cbba01fa95d1eeecca0bb,generative AI,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
4,695cb6e11fa95d1eeecca0b3,Go,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
4,695cb6e11fa95d1eeecca0b3,Google Cloud Deployment Manager,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
4,695cb6e11fa95d1eeecca0b3,disaster recovery strategies,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
4,695cb6e11fa95d1eeecca0b3,encryption,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
49,695cbc321fa95d1eeecca0bd,AWS,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
49,695cbc321fa95d1eeecca0bd,Cloud platforms,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
55,695cbcbd1fa95d1eeecca0be,AWS,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
55,695cbcbd1fa95d1eeecca0be,GCP,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
55,695cbcbd1fa95d1eeecca0be,GO,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
55,695cbcbd1fa95d1eeecca0be,Kubernetes,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
55,695cbcbd1fa95d1eeecca0be,MongoDB,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
595,693c01c68b48e6e0a9d9739d,AI (Azure OpenAI and GenAI),Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
595,693c01c68b48e6e0a9d9739d,Google Cloud,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
595,693c01c68b48e6e0a9d9739d,"Public cloud (Azure, AWS)",Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
64,69637f9d57a0f8cfb910e921,Azure,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
64,69637f9d57a0f8cfb910e921,BigQuery,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
64,69637f9d57a0f8cfb910e921,GCP,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
66,695cbcbd1fa95d1eeecca0bf,AWS Glue,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
66,695cbcbd1fa95d1eeecca0bf,EC2,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
66,695cbcbd1fa95d1eeecca0bf,ECS/EKS,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
66,695cbcbd1fa95d1eeecca0bf,IAM,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
66,695cbcbd1fa95d1eeecca0bf,VPC,Classroom Discipline,"Be aware of classroom organization and discipline, follow class rules, and have a sense of cooperation and personal responsibility for activities assigned by instructors.",Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
67,696fcc8eb166038a822e475f,CAN,Classroom Discipline,Maintain classroom discipline and adhere to class rules.,Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
67,696fcc8eb166038a822e475f,Ethernet,Classroom Discipline,Maintain classroom discipline and adhere to class rules.,Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
67,696fcc8eb166038a822e475f,FPGA,Classroom Discipline,Maintain classroom discipline and adhere to class rules.,Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
67,696fcc8eb166038a822e475f,IPCore,Classroom Discipline,Maintain classroom discipline and adhere to class rules.,Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
67,696fcc8eb166038a822e475f,Java,Classroom Discipline,Maintain classroom discipline and adhere to class rules.,Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
67,696fcc8eb166038a822e475f,multithreading,Classroom Discipline,Maintain classroom discipline and adhere to class rules.,Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
67,696fcc8eb166038a822e475f,parallel processing,Classroom Discipline,Maintain classroom discipline and adhere to class rules.,Classroom Discipline,5cf19e6ef31a3189,,1.0,0,0,True,True,False,True,7
