pair_id,jd_title,gap_skill_full,raw_skill_name,raw_skill_description,canonical_skill_label,canonical_skill_id,score,gt_to_canonical_score,gt_to_canonical_score_num
9,Chuyên Viên Nhân Sự Tổng Hợp,SEO,Critical Thinking,Enhance critical thinking skills by analyzing and solving problems in Python.,Code Execution,a0ba2c2884ad77fe,,0.7,0.7
9,Chuyên Viên Nhân Sự Tổng Hợp,SQL,Control Structures,"Apply control structures such as if, while, and for loops in Python.",Code Execution,a0ba2c2884ad77fe,,0.7,0.7
9,Chuyên Viên Nhân Sự Tổng Hợp,SQL,Critical Thinking,Enhance critical thinking skills by analyzing and solving problems in Python.,Code Execution,a0ba2c2884ad77fe,,0.7,0.7
90,"IT Comtor (PHP, Python, Laravel, WordPress, Japanese)",WordPress,Control Structures,"Apply control structures such as if, while, and for loops in Python.",Code Execution,a0ba2c2884ad77fe,,0.7,0.7
90,"IT Comtor (PHP, Python, Laravel, WordPress, Japanese)",WordPress,Critical Thinking,Enhance critical thinking skills by analyzing and solving problems in Python.,Code Execution,a0ba2c2884ad77fe,,0.7,0.7
87,Process Quality Assurance (PQA),project-management-tools-JIRA,Project Management Software Usage,Practice project management skills using software tools.,Project Management Application,a49300053b0211fe,0.8810399946449272,0.83951910479486,0.83951910479486
87,Process Quality Assurance (PQA),FMEA,Project Management Software Usage,Practice project management skills using software tools.,Project Management Application,a49300053b0211fe,,0.83951910479486,0.83951910479486
142,Nhân Viên Nuôi Tài Khoản Facebook Ads,Data Analysis for Facebook Ad Campaigns,Critical Thinking,Develop critical thinking skills to evaluate statistical models and results.,Evaluating Statistical Models,fa70b15202351f83,,0.8632620642010231,0.8632620642010231
468,Sale Admin,Access,Critical Thinking,Develop critical thinking skills to evaluate statistical models and results.,Evaluating Statistical Models,fa70b15202351f83,,0.8632620642010231,0.8632620642010231
468,Sale Admin,Data analysis,Critical Thinking,Develop critical thinking skills to evaluate statistical models and results.,Evaluating Statistical Models,fa70b15202351f83,,0.8632620642010231,0.8632620642010231
468,Sale Admin,Interpreting,Critical Thinking,Develop critical thinking skills to evaluate statistical models and results.,Evaluating Statistical Models,fa70b15202351f83,,0.8632620642010231,0.8632620642010231
468,Sale Admin,Reports,Critical Thinking,Develop critical thinking skills to evaluate statistical models and results.,Evaluating Statistical Models,fa70b15202351f83,,0.8632620642010231,0.8632620642010231
468,Sale Admin,Access,Critical Thinking,Develop critical thinking skills to evaluate statistical models.,Evaluating Statistical Models,fa70b15202351f83,,0.8640918783565621,0.8640918783565621
468,Sale Admin,Data analysis,Critical Thinking,Develop critical thinking skills to evaluate statistical models.,Evaluating Statistical Models,fa70b15202351f83,,0.8640918783565621,0.8640918783565621
468,Sale Admin,Interpreting,Critical Thinking,Develop critical thinking skills to evaluate statistical models.,Evaluating Statistical Models,fa70b15202351f83,,0.8640918783565621,0.8640918783565621
468,Sale Admin,Reports,Critical Thinking,Develop critical thinking skills to evaluate statistical models.,Evaluating Statistical Models,fa70b15202351f83,,0.8640918783565621,0.8640918783565621
103,Data Engineer (DBA),GCP,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,0.6829842900261975,0.8711865077133312,0.8711865077133312
208,"Back End Developer (Java, MySQL, Spring)",GCP,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,0.6829842900261975,0.8711865077133312,0.8711865077133312
55,"Back End Developer (Java, MySQL, Spring)",GCP,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,0.6829842900261975,0.8711865077133312,0.8711865077133312
66,"Data Engineer (Spark, AWS Glue, Python) (Onboard ASAP)",EC2,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,0.6799552917294702,0.8711865077133312,0.8711865077133312
208,"Back End Developer (Java, MySQL, Spring)",AWS,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,0.6737190885035272,0.8711865077133312,0.8711865077133312
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,AWS,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,0.6737190885035272,0.8711865077133312,0.8711865077133312
55,"Back End Developer (Java, MySQL, Spring)",AWS,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,0.6737190885035272,0.8711865077133312,0.8711865077133312
0,Data Engineer (DBA),Azure,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,0.6672824188955383,0.8711865077133312,0.8711865077133312
103,Data Engineer (DBA),Azure,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,0.6672824188955383,0.8711865077133312,0.8711865077133312
0,Data Engineer (DBA),BigQuery,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
0,Data Engineer (DBA),Redshift,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
103,Data Engineer (DBA),Change management,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
103,Data Engineer (DBA),MariaDB,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
103,Data Engineer (DBA),Oracle,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
103,Data Engineer (DBA),Performance tuning,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",Docker,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",ECS/EKS,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",containerization,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
208,"Back End Developer (Java, MySQL, Spring)",GOC,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
208,"Back End Developer (Java, MySQL, Spring)",Kubernetes,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,CISSP,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,Machine Learning,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,Python,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,SQL,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
55,"Back End Developer (Java, MySQL, Spring)",GO,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
55,"Back End Developer (Java, MySQL, Spring)",Kubernetes,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
55,"Back End Developer (Java, MySQL, Spring)",MongoDB,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
66,"Data Engineer (Spark, AWS Glue, Python) (Onboard ASAP)",AWS Glue,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
66,"Data Engineer (Spark, AWS Glue, Python) (Onboard ASAP)",ECS/EKS,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
66,"Data Engineer (Spark, AWS Glue, Python) (Onboard ASAP)",IAM,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
66,"Data Engineer (Spark, AWS Glue, Python) (Onboard ASAP)",VPC,Cloud Concepts,"Describe cloud concepts such as services, infrastructure, platforms, storage, and security.",Cloud computing,81121f330a983b7f,,0.8711865077133312,0.8711865077133312
0,Data Engineer (DBA),Azure,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
0,Data Engineer (DBA),BigQuery,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
0,Data Engineer (DBA),Redshift,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
103,Data Engineer (DBA),Azure,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
103,Data Engineer (DBA),Change management,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
103,Data Engineer (DBA),GCP,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
103,Data Engineer (DBA),MariaDB,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
103,Data Engineer (DBA),Oracle,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
103,Data Engineer (DBA),Performance tuning,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",Docker,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",ECS/EKS,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
12,"Data Engineer (Spark, AWS Glue) (Onboard ASAP)",containerization,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
208,"Back End Developer (Java, MySQL, Spring)",AWS,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
208,"Back End Developer (Java, MySQL, Spring)",GCP,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
208,"Back End Developer (Java, MySQL, Spring)",GOC,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
208,"Back End Developer (Java, MySQL, Spring)",Kubernetes,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,AWS,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,CISSP,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,Machine Learning,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,Python,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,SQL,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
55,"Back End Developer (Java, MySQL, Spring)",AWS,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
55,"Back End Developer (Java, MySQL, Spring)",GCP,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
55,"Back End Developer (Java, MySQL, Spring)",GO,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
55,"Back End Developer (Java, MySQL, Spring)",Kubernetes,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
55,"Back End Developer (Java, MySQL, Spring)",MongoDB,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
66,"Data Engineer (Spark, AWS Glue, Python) (Onboard ASAP)",AWS Glue,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
66,"Data Engineer (Spark, AWS Glue, Python) (Onboard ASAP)",EC2,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
66,"Data Engineer (Spark, AWS Glue, Python) (Onboard ASAP)",ECS/EKS,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
66,"Data Engineer (Spark, AWS Glue, Python) (Onboard ASAP)",IAM,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
66,"Data Engineer (Spark, AWS Glue, Python) (Onboard ASAP)",VPC,Problem Solving,Apply learned knowledge to solve exercises and situations related to each topic.,Application of legal knowledge to specific situations,1eb4b1d112f87a82,,0.8745444392679071,0.8745444392679071
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,AWS,Problem Solving,"Efficiently solve problems related to data representation, electronic computers, basic software, and Python programming.",Data interaction programming,42430699c92247f2,,0.8807038210884566,0.8807038210884566
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,CISSP,Problem Solving,"Efficiently solve problems related to data representation, electronic computers, basic software, and Python programming.",Data interaction programming,42430699c92247f2,,0.8807038210884566,0.8807038210884566
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,Machine Learning,Problem Solving,"Efficiently solve problems related to data representation, electronic computers, basic software, and Python programming.",Data interaction programming,42430699c92247f2,,0.8807038210884566,0.8807038210884566
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,Python,Problem Solving,"Efficiently solve problems related to data representation, electronic computers, basic software, and Python programming.",Data interaction programming,42430699c92247f2,,0.8807038210884566,0.8807038210884566
221,Chuyên Viên Tuyển Dụng Và Đào Tạo,SQL,Problem Solving,"Efficiently solve problems related to data representation, electronic computers, basic software, and Python programming.",Data interaction programming,42430699c92247f2,,0.8807038210884566,0.8807038210884566
9,Chuyên Viên Nhân Sự Tổng Hợp,AWS,Problem Solving,"Efficiently solve problems related to data representation, electronic computers, basic software, and Python programming.",Data interaction programming,42430699c92247f2,,0.8807038210884566,0.8807038210884566
9,Chuyên Viên Nhân Sự Tổng Hợp,Lean,Problem Solving,"Efficiently solve problems related to data representation, electronic computers, basic software, and Python programming.",Data interaction programming,42430699c92247f2,,0.8807038210884566,0.8807038210884566
9,Chuyên Viên Nhân Sự Tổng Hợp,Python,Problem Solving,"Efficiently solve problems related to data representation, electronic computers, basic software, and Python programming.",Data interaction programming,42430699c92247f2,,0.8807038210884566,0.8807038210884566
9,Chuyên Viên Nhân Sự Tổng Hợp,SEO,Problem Solving,"Efficiently solve problems related to data representation, electronic computers, basic software, and Python programming.",Data interaction programming,42430699c92247f2,,0.8807038210884566,0.8807038210884566
9,Chuyên Viên Nhân Sự Tổng Hợp,SQL,Problem Solving,"Efficiently solve problems related to data representation, electronic computers, basic software, and Python programming.",Data interaction programming,42430699c92247f2,,0.8807038210884566,0.8807038210884566
90,"IT Comtor (PHP, Python, Laravel, WordPress, Japanese)",Docker,Problem Solving,"Efficiently solve problems related to data representation, electronic computers, basic software, and Python programming.",Data interaction programming,42430699c92247f2,,0.8807038210884566,0.8807038210884566
90,"IT Comtor (PHP, Python, Laravel, WordPress, Japanese)",Python,Problem Solving,"Efficiently solve problems related to data representation, electronic computers, basic software, and Python programming.",Data interaction programming,42430699c92247f2,,0.8807038210884566,0.8807038210884566
90,"IT Comtor (PHP, Python, Laravel, WordPress, Japanese)",WordPress,Problem Solving,"Efficiently solve problems related to data representation, electronic computers, basic software, and Python programming.",Data interaction programming,42430699c92247f2,,0.8807038210884566,0.8807038210884566
468,Sale Admin,Access,Self-Learning,Develop self-learning abilities,Self-Learning Development,5112c586f41d9cad,,0.8915423884602447,0.8915423884602447
468,Sale Admin,Data analysis,Self-Learning,Develop self-learning abilities,Self-Learning Development,5112c586f41d9cad,,0.8915423884602447,0.8915423884602447
468,Sale Admin,Interpreting,Self-Learning,Develop self-learning abilities,Self-Learning Development,5112c586f41d9cad,,0.8915423884602447,0.8915423884602447
468,Sale Admin,Reports,Self-Learning,Develop self-learning abilities,Self-Learning Development,5112c586f41d9cad,,0.8915423884602447,0.8915423884602447
468,Sale Admin,Access,Teamwork,Develop teamwork abilities,Dynamic Teamwork Skills,1e61f08407e12fd9,,0.892178004220507,0.892178004220507
468,Sale Admin,Data analysis,Teamwork,Develop teamwork abilities,Dynamic Teamwork Skills,1e61f08407e12fd9,,0.892178004220507,0.892178004220507
468,Sale Admin,Interpreting,Teamwork,Develop teamwork abilities,Dynamic Teamwork Skills,1e61f08407e12fd9,,0.892178004220507,0.892178004220507
468,Sale Admin,Reports,Teamwork,Develop teamwork abilities,Dynamic Teamwork Skills,1e61f08407e12fd9,,0.892178004220507,0.892178004220507
753,Middle/Senior UI/UX Designer,A/B Testing,Self-Learning Abilities,Develop the ability to learn independently and conduct research to complete assigned tasks.,Self-directed learning and research,8c3b58452ceea052,,0.900583425426182,0.900583425426182
753,Middle/Senior UI/UX Designer,AI Copilot Studio,Self-Learning Abilities,Develop the ability to learn independently and conduct research to complete assigned tasks.,Self-directed learning and research,8c3b58452ceea052,,0.900583425426182,0.900583425426182
753,Middle/Senior UI/UX Designer,Design Tokens,Self-Learning Abilities,Develop the ability to learn independently and conduct research to complete assigned tasks.,Self-directed learning and research,8c3b58452ceea052,,0.900583425426182,0.900583425426182
753,Middle/Senior UI/UX Designer,Heuristic Evaluation,Self-Learning Abilities,Develop the ability to learn independently and conduct research to complete assigned tasks.,Self-directed learning and research,8c3b58452ceea052,,0.900583425426182,0.900583425426182
67,Kỹ Sư Lập Trình Hệ Thống,CAN,Effective Communication,Communicate effectively in class discussions and presentations.,Understanding how to communicate effectively in sales,b8ffc250ea7a3e99,,0.9008257829338617,0.9008257829338617
67,Kỹ Sư Lập Trình Hệ Thống,Ethernet,Effective Communication,Communicate effectively in class discussions and presentations.,Understanding how to communicate effectively in sales,b8ffc250ea7a3e99,,0.9008257829338617,0.9008257829338617
67,Kỹ Sư Lập Trình Hệ Thống,FPGA,Effective Communication,Communicate effectively in class discussions and presentations.,Understanding how to communicate effectively in sales,b8ffc250ea7a3e99,,0.9008257829338617,0.9008257829338617
67,Kỹ Sư Lập Trình Hệ Thống,IPCore,Effective Communication,Communicate effectively in class discussions and presentations.,Understanding how to communicate effectively in sales,b8ffc250ea7a3e99,,0.9008257829338617,0.9008257829338617
67,Kỹ Sư Lập Trình Hệ Thống,Java,Effective Communication,Communicate effectively in class discussions and presentations.,Understanding how to communicate effectively in sales,b8ffc250ea7a3e99,,0.9008257829338617,0.9008257829338617
67,Kỹ Sư Lập Trình Hệ Thống,multithreading,Effective Communication,Communicate effectively in class discussions and presentations.,Understanding how to communicate effectively in sales,b8ffc250ea7a3e99,,0.9008257829338617,0.9008257829338617
67,Kỹ Sư Lập Trình Hệ Thống,parallel processing,Effective Communication,Communicate effectively in class discussions and presentations.,Understanding how to communicate effectively in sales,b8ffc250ea7a3e99,,0.9008257829338617,0.9008257829338617
